"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    25.783   112.060    63.900    50.448    35.783    52.114     1.226      9985
    25.783   112.160    68.977    51.089     6.411    52.862     1.305      9985
    25.783   112.260    74.117    51.680     5.906    53.561     1.384      9985
    25.783   112.360    79.312    52.220     5.400    54.211     1.463      9985
    25.783   112.460    84.560    52.725     5.050    54.826     1.542      9985
    25.783   112.560    89.856    53.200     4.750    55.411     1.622      9985
    25.783   112.660    95.200    53.695     4.947    56.016     1.700      9985
    25.783   112.760   100.598    54.268     5.737    56.698     1.774      9985
    25.783   112.860   106.055    54.925     6.566    57.462     1.846      9985
    25.783   112.960   111.580    55.360     4.350    58.050     1.922      9985
    25.783   113.060   117.116    55.360     0.000    58.250     2.011      9985
    25.783   113.160   122.652    55.360     0.000    58.450     2.098      9985
    25.783   113.260   128.188    55.360     0.000    58.650     2.186      9985
    25.783   113.360   133.724    55.360     0.000    58.850     2.272      9985
    25.783   113.460   139.260    55.360     0.000    59.050     2.358      9985
    25.783   113.560   144.796    55.360     0.000    59.250     2.444      9985
    25.783   113.660   150.332    55.360     0.000    59.450     2.529      9985
    25.783   113.760   155.868    55.360     0.000    59.650     2.613      9985
    25.783   113.860   161.404    55.360     0.000    59.850     2.697      9985
    25.783   113.960   166.940    55.360     0.000    60.050     2.780      9985
    25.783   114.060   172.476    55.360     0.000    60.250     2.863      9985
    25.783   114.160   178.012    55.360     0.000    60.450     2.945      9985
    25.783   114.260   183.548    55.360     0.000    60.650     3.026      9985
    25.783   114.360   189.084    55.360     0.000    60.850     3.107      9985
    25.783   114.460   194.620    55.360     0.000    61.050     3.188      9985
    25.783   114.560   200.156    55.360     0.000    61.250     3.268      9985
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    25.781   109.660     0.091     1.821     0.000     1.832     0.050      9984
    25.781   109.760     0.364     3.642    10.775     3.664     0.099      9984
    25.781   109.860     0.861     6.457    28.159     6.527     0.132      9984
    25.781   109.960     1.565     7.637    11.794     7.826     0.200      9984
    25.781   110.060     2.388     8.816    11.793     9.126     0.262      9984
    25.781   110.160     3.304     9.378     5.622     9.848     0.335      9984
    25.781   110.260     4.262     9.786     4.079    10.425     0.409      9984
    25.781   110.360     5.266    10.293     5.063    11.084     0.475      9984
    25.781   110.460     6.321    10.810     5.172    11.751     0.538      9984
    25.781   110.560     7.435    11.634     8.239    12.708     0.585      9984
    25.781   110.660     8.644    12.491     8.569    13.686     0.632      9984
    25.781   110.760     9.932    13.270     7.798    14.588     0.681      9984
    25.781   110.860    13.394    30.804   175.342    30.804     0.435      9984
    25.781   110.960    17.182    38.339     9.196    39.713     0.433      9984
    25.781   111.060    21.060    39.146     8.066    40.546     0.519      9984
    25.781   111.160    25.004    39.737     5.911    41.171     0.607      9984
    25.781   111.260    29.007    40.340     6.033    41.806     0.694      9984
    25.781   111.360    33.074    40.992     6.516    42.488     0.778      9984
    25.781   111.460    37.206    41.644     6.516    43.170     0.862      9984
    25.781   111.560    41.403    42.307     6.635    43.863     0.944      9984
    25.781   111.660    45.672    43.081     7.738    44.664     1.023      9984
    25.781   111.760    50.020    43.889     8.084    45.498     1.099      9984
    25.781   111.860    54.458    44.894    10.049    46.526     1.170      9984
    25.781   111.960    59.020    46.870    19.760    48.518     1.216      9984
    25.781   112.060    63.900    50.448    35.783    52.114     1.226      9984
    25.781   112.160    68.977    51.089     6.411    52.862     1.305      9984
    25.781   112.260    74.117    51.680     5.906    53.561     1.384      9984
    25.781   112.360    79.312    52.220     5.400    54.211     1.463      9984
    25.781   112.460    84.560    52.725     5.050    54.826     1.542      9984
    25.781   112.560    89.856    53.200     4.750    55.411     1.622      9984
    25.781   112.660    95.200    53.695     4.947    56.016     1.700      9984
    25.781   112.760   100.598    54.268     5.737    56.698     1.774      9984
    25.781   112.860   106.055    54.925     6.566    57.462     1.846      9984
    25.781   112.960   111.580    55.360     4.350    58.050     1.922      9984
    25.781   113.060   117.116    55.360     0.000    58.250     2.011      9984
    25.781   113.160   122.652    55.360     0.000    58.450     2.098      9984
    25.781   113.260   128.188    55.360     0.000    58.650     2.186      9984
    25.781   113.360   133.724    55.360     0.000    58.850     2.272      9984
    25.781   113.460   139.260    55.360     0.000    59.050     2.358      9984
    25.781   113.560   144.796    55.360     0.000    59.250     2.444      9984
    25.781   113.660   150.332    55.360     0.000    59.450     2.529      9984
    25.781   113.760   155.868    55.360     0.000    59.650     2.613      9984
    25.781   113.860   161.404    55.360     0.000    59.850     2.697      9984
    25.781   113.960   166.940    55.360     0.000    60.050     2.780      9984
    25.781   114.060   172.476    55.360     0.000    60.250     2.863      9984
    25.781   114.160   178.012    55.360     0.000    60.450     2.945      9984
    25.781   114.260   183.548    55.360     0.000    60.650     3.026      9984
    25.781   114.360   189.084    55.360     0.000    60.850     3.107      9984
    25.781   114.460   194.620    55.360     0.000    61.050     3.188      9984
    25.781   114.560   200.156    55.360     0.000    61.250     3.268      9984
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    25.768   109.660     0.091     1.821     0.000     1.832     0.050      9983
    25.768   109.760     0.364     3.642    10.775     3.664     0.099      9983
    25.768   109.860     0.861     6.457    28.159     6.527     0.132      9983
    25.768   109.960     1.565     7.637    11.794     7.826     0.200      9983
    25.768   110.060     2.388     8.816    11.793     9.126     0.262      9983
    25.768   110.160     3.304     9.378     5.622     9.848     0.335      9983
    25.768   110.260     4.262     9.786     4.079    10.425     0.409      9983
    25.768   110.360     5.266    10.293     5.063    11.084     0.475      9983
    25.768   110.460     6.321    10.810     5.172    11.751     0.538      9983
    25.768   110.560     7.435    11.634     8.239    12.708     0.585      9983
    25.768   110.660     8.644    12.491     8.569    13.686     0.632      9983
    25.768   110.760     9.932    13.270     7.798    14.588     0.681      9983
    25.768   110.860    13.394    30.804   175.342    30.804     0.435      9983
    25.768   110.960    17.182    38.339     9.196    39.713     0.433      9983
    25.768   111.060    21.060    39.146     8.066    40.546     0.519      9983
    25.768   111.160    25.004    39.737     5.911    41.171     0.607      9983
    25.768   111.260    29.007    40.340     6.033    41.806     0.694      9983
    25.768   111.360    33.074    40.992     6.516    42.488     0.778      9983
    25.768   111.460    37.206    41.644     6.516    43.170     0.862      9983
    25.768   111.560    41.403    42.307     6.635    43.863     0.944      9983
    25.768   111.660    45.672    43.081     7.738    44.664     1.023      9983
    25.768   111.760    50.020    43.889     8.084    45.498     1.099      9983
    25.768   111.860    54.458    44.894    10.049    46.526     1.170      9983
    25.768   111.960    59.020    46.870    19.760    48.518     1.216      9983
    25.768   112.060    63.900    50.448    35.783    52.114     1.226      9983
    25.768   112.160    68.977    51.089     6.411    52.862     1.305      9983
    25.768   112.260    74.117    51.680     5.906    53.561     1.384      9983
    25.768   112.360    79.312    52.220     5.400    54.211     1.463      9983
    25.768   112.460    84.560    52.725     5.050    54.826     1.542      9983
    25.768   112.560    89.856    53.200     4.750    55.411     1.622      9983
    25.768   112.660    95.200    53.695     4.947    56.016     1.700      9983
    25.768   112.760   100.598    54.268     5.737    56.698     1.774      9983
    25.768   112.860   106.055    54.925     6.566    57.462     1.846      9983
    25.768   112.960   111.580    55.360     4.350    58.050     1.922      9983
    25.768   113.060   117.116    55.360     0.000    58.250     2.011      9983
    25.768   113.160   122.652    55.360     0.000    58.450     2.098      9983
    25.768   113.260   128.188    55.360     0.000    58.650     2.186      9983
    25.768   113.360   133.724    55.360     0.000    58.850     2.272      9983
    25.768   113.460   139.260    55.360     0.000    59.050     2.358      9983
    25.768   113.560   144.796    55.360     0.000    59.250     2.444      9983
    25.768   113.660   150.332    55.360     0.000    59.450     2.529      9983
    25.768   113.760   155.868    55.360     0.000    59.650     2.613      9983
    25.768   113.860   161.404    55.360     0.000    59.850     2.697      9983
    25.768   113.960   166.940    55.360     0.000    60.050     2.780      9983
    25.768   114.060   172.476    55.360     0.000    60.250     2.863      9983
    25.768   114.160   178.012    55.360     0.000    60.450     2.945      9983
    25.768   114.260   183.548    55.360     0.000    60.650     3.026      9983
    25.768   114.360   189.084    55.360     0.000    60.850     3.107      9983
    25.768   114.460   194.620    55.360     0.000    61.050     3.188      9983
    25.768   114.560   200.156    55.360     0.000    61.250     3.268      9983
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    25.753   109.660     0.091     1.821     0.000     1.832     0.050      9982
    25.753   109.760     0.364     3.642    10.775     3.664     0.099      9982
