"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
     1.997   118.339     1.179     8.193     0.000     8.218     0.143      1219
     1.997   118.608     4.842    21.556    31.897    21.624     0.224      1219
     1.997   118.876    12.996    38.082    61.477    38.232     0.340      1219
     1.997   119.145    25.171    52.596    53.996    52.854     0.476      1219
     1.997   119.414    44.660    98.886   172.200    99.285     0.450      1219
     1.997   119.683    79.705   165.843   249.082   166.408     0.479      1219
     1.997   119.952   131.676   206.071   149.649   206.833     0.637      1219
     1.997   120.220   189.346   225.181    71.094   226.159     0.837      1219
     1.997   120.489   254.220   250.788    95.258   251.977     1.009      1219
     1.997   120.758   322.017   253.635    10.592   255.022     1.263      1219
     1.997   121.027   390.590   256.576    10.939   258.155     1.513      1219
     1.997   121.296   459.962   259.561    11.106   261.330     1.760      1219
     1.997   121.565   530.135   262.536    11.066   264.494     2.004      1219
     1.997   121.833   601.103   265.474    10.930   267.625     2.246      1219
     1.997   122.102   672.862   268.424    10.976   270.767     2.485      1219
     1.997   122.371   745.412   271.359    10.918   273.894     2.722      1219
     1.997   122.640   818.751   274.280    10.867   277.009     2.956      1219
     1.997   122.909   892.867   277.152    10.682   280.076     3.188      1219
     1.997   123.177   967.758   280.043    10.755   283.162     3.418      1219
     1.997   123.446  1043.420   282.890    10.591   286.207     3.646      1219
     1.997   123.715  1119.841   285.696    10.439   289.214     3.872      1219
     1.997   123.984  1197.016   288.492    10.404   292.212     4.096      1219
     1.997   124.253  1274.952   291.414    10.869   295.331     4.317      1219
     1.997   124.521  1353.731   294.785    12.539   298.883     4.529      1219
     1.997   124.790  1433.450   298.416    13.507   302.689     4.736      1219
     1.997   125.059  1514.180   302.210    14.115   306.657     4.938      1219
     1.997   125.328  1595.844   305.290    11.457   309.932     5.149      1219
     1.997   125.597  1678.261   307.879     9.631   312.747     5.366      1219
     1.997   125.866  1761.344   310.153     8.460   315.271     5.587      1219
     1.997   126.134  1844.991   312.183     7.553   317.572     5.810      1219
     1.997   126.403  1929.180   314.191     7.467   319.853     6.031      1219
     1.997   126.672  2013.907   316.197     7.462   322.133     6.252      1219
     1.997   126.941  2099.174   318.204     7.468   324.414     6.471      1219
     1.997   127.210  2184.979   320.202     7.431   326.685     6.688      1219
     1.997   127.478  2271.328   322.263     7.667   329.013     6.903      1219
     1.997   127.747  2358.390   325.909    13.565   332.848     7.085      1219
     1.997   128.016  2446.661   330.668    17.703   337.739     7.244      1219
     1.997   128.285  2535.975   333.726    11.376   340.995     7.437      1219
     1.997   128.554  2625.982   335.897     8.078   343.421     7.647      1219
     1.997   128.822  2716.554   337.975     7.731   345.764     7.857      1219
     1.997   129.091  2807.684   340.047     7.706   348.100     8.066      1219
     1.997   129.360  2899.370   342.112     7.683   350.431     8.274      1219
     1.997   129.629  2992.641   351.837    36.177   360.359     8.305      1219
     1.997   129.898  3089.365   374.517    84.369   383.196     8.062      1219
     1.997   130.167  3194.759   406.381   118.536   406.381     7.861      1219
     1.997   130.435  3305.449   412.371    18.284   421.450     7.843      1219
     1.997   130.704  3416.365   412.858     1.810   422.275     8.090      1219
     1.997   130.973  3527.412   413.346     1.818   423.102     8.337      1219
     1.997   131.242  3638.599   413.921     2.136   424.005     8.582      1219
     1.997   131.511  3749.945   414.450     1.969   424.885     8.826      1219
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
     1.897   118.231     1.012     5.985     0.000     6.020     0.168      1218
     1.897   118.503     3.785    15.706    30.654    15.813     0.239      1218
     1.897   118.774     9.419    25.253    35.177    25.458     0.370      1218
     1.897   119.046    18.085    38.894    50.258    39.206     0.461      1218
     1.897   119.317    31.716    72.733   124.678    73.174     0.433      1218
     1.897   119.588    71.529   201.181   473.265   201.771     0.355      1218
     1.897   119.860   135.227   246.314   166.294   247.083     0.547      1218
     1.897   120.131   202.513   249.438    11.508   250.400     0.809      1218
     1.897   120.403   270.608   252.349    10.728   253.513     1.067      1218
     1.897   120.674   339.495   255.292    10.842   256.655     1.323      1218
     1.897   120.945   409.182   258.232    10.831   259.793     1.575      1218
     1.897   121.217   479.667   261.157    10.779   262.918     1.824      1218
     1.897   121.488   550.930   263.976    10.386   265.943     2.072      1218
     1.897   121.760   622.956   266.767    10.283   268.940     2.316      1218
     1.897   122.031   695.732   269.521    10.149   271.904     2.559      1218
     1.897   122.303   769.254   272.261    10.096   274.854     2.799      1218
     1.897   122.574   843.523   275.033    10.214   277.834     3.036      1218
     1.897   122.845   918.546   277.813    10.242   280.821     3.271      1218
     1.897   123.117   994.324   280.595    10.252   283.811     3.503      1218
     1.897   123.388  1070.860   283.409    10.368   286.830     3.733      1218
     1.897   123.660  1148.160   286.202    10.290   289.830     3.961      1218
     1.897   123.931  1226.212   288.974    10.213   292.810     4.188      1218
     1.897   124.202  1305.020   291.756    10.249   295.799     4.412      1218
     1.897   124.474  1384.628   294.949    11.765   299.185     4.628      1218
     1.897   124.745  1465.161   298.541    13.235   302.959     4.836      1218
     1.897   125.017  1546.689   302.230    13.594   306.830     5.041      1218
     1.897   125.288  1629.159   305.226    11.036   310.038     5.255      1218
     1.897   125.559  1712.338   307.645     8.914   312.696     5.476      1218
     1.897   125.831  1796.117   309.702     7.577   315.024     5.702      1218
     1.897   126.102  1880.447   311.723     7.448   317.322     5.926      1218
     1.897   126.374  1965.323   313.726     7.381   319.603     6.149      1218
     1.897   126.645  2050.741   315.719     7.343   321.875     6.371      1218
     1.897   126.916  2136.698   317.703     7.309   324.139     6.592      1218
     1.897   127.188  2223.198   319.719     7.429   326.431     6.811      1218
     1.897   127.459  2310.259   321.953     8.229   328.924     7.024      1218
     1.897   127.731  2398.080   325.367    12.581   332.527     7.212      1218
     1.897   128.002  2486.989   329.785    16.278   337.081     7.378      1218
