"ZEIT[H]" "K1101" "K1077" "K1013" "K 936" "K 971" "K1107" "K5117" "K1134" "K1146" "K1153" "K1157"
 41424.604 124.233 123.926 123.605 123.450 123.517 124.298 124.459 124.673 124.908 125.022 125.111
 41424.625 124.230 123.923 123.604 123.450 123.517 124.294 124.455 124.669 124.904 125.017 125.107
 41424.646 124.228 123.921 123.603 123.450 123.516 124.292 124.452 124.666 124.899 125.012 125.102
 41424.667 124.224 123.919 123.602 123.450 123.516 124.288 124.448 124.660 124.892 125.005 125.094
 41424.687 124.217 123.915 123.600 123.450 123.515 124.281 124.439 124.650 124.881 124.992 125.080
 41424.708 124.207 123.907 123.597 123.450 123.513 124.270 124.427 124.635 124.863 124.974 125.061
 41424.729 124.193 123.898 123.593 123.450 123.511 124.255 124.410 124.616 124.840 124.949 125.035
 41424.750 124.177 123.886 123.587 123.450 123.508 124.238 124.390 124.592 124.813 124.920 125.004
 41424.771 124.161 123.874 123.582 123.450 123.505 124.221 124.372 124.572 124.791 124.897 124.980
 41424.792 124.152 123.868 123.579 123.450 123.504 124.212 124.362 124.562 124.780 124.886 124.969
 41424.812 124.149 123.866 123.579 123.450 123.503 124.209 124.359 124.559 124.776 124.882 124.965
 41424.833 124.148 123.866 123.579 123.450 123.503 124.208 124.357 124.556 124.773 124.878 124.961
 41424.854 124.147 123.865 123.578 123.450 123.503 124.207 124.356 124.555 124.771 124.877 124.960
 41424.875 124.149 123.866 123.579 123.450 123.503 124.209 124.359 124.559 124.777 124.883 124.966
 41424.896 124.156 123.871 123.581 123.450 123.504 124.216 124.367 124.568 124.788 124.895 124.979
 41424.917 124.163 123.876 123.583 123.450 123.505 124.224 124.376 124.578 124.799 124.906 124.991
 41424.937 124.169 123.880 123.585 123.450 123.506 124.230 124.382 124.585 124.806 124.914 124.999
 41424.958 124.171 123.882 123.586 123.450 123.507 124.232 124.385 124.588 124.809 124.917 125.002
 41424.979 124.171 123.882 123.586 123.450 123.507 124.232 124.385 124.587 124.809 124.917 125.001
 41425.000 124.169 123.880 123.585 123.450 123.507 124.229 124.382 124.583 124.804 124.911 124.996
 41425.021 124.164 123.877 123.584 123.450 123.506 124.225 124.376 124.577 124.797 124.904 124.988
 41425.042 124.160 123.874 123.582 123.450 123.505 124.221 124.372 124.573 124.793 124.899 124.983
 41425.062 124.161 123.874 123.582 123.450 123.505 124.221 124.373 124.574 124.795 124.902 124.986
 41425.083 124.165 123.877 123.583 123.450 123.505 124.226 124.378 124.580 124.802 124.910 124.994
 41425.104 124.172 123.882 123.586 123.450 123.507 124.233 124.386 124.590 124.813 124.922 125.007
 41425.125 124.181 123.888 123.588 123.450 123.508 124.242 124.397 124.602 124.828 124.937 125.023
 41425.146 124.190 123.895 123.591 123.450 123.510 124.252 124.408 124.615 124.841 124.951 125.038
 41425.167 124.197 123.900 123.594 123.450 123.511 124.259 124.416 124.624 124.851 124.962 125.049
 41425.187 124.201 123.903 123.595 123.450 123.512 124.263 124.420 124.629 124.857 124.968 125.055
 41425.208 124.203 123.904 123.595 123.450 123.512 124.265 124.422 124.631 124.860 124.970 125.058
 41425.229 124.204 123.905 123.596 123.450 123.512 124.266 124.424 124.633 124.862 124.973 125.060
 41425.250 124.206 123.906 123.596 123.450 123.512 124.268 124.426 124.636 124.865 124.977 125.065
 41425.271 124.208 123.908 123.597 123.450 123.513 124.271 124.430 124.640 124.870 124.982 125.070
 41425.292 124.211 123.910 123.598 123.450 123.513 124.274 124.432 124.642 124.873 124.984 125.073
 41425.312 124.211 123.910 123.598 123.450 123.513 124.274 124.433 124.643 124.873 124.985 125.073
 41425.333 124.210 123.909 123.598 123.450 123.513 124.273 124.432 124.642 124.872 124.983 125.071
 41425.354 124.208 123.908 123.597 123.450 123.513 124.271 124.428 124.638 124.867 124.978 125.066
 41425.375 124.203 123.904 123.596 123.450 123.512 124.265 124.422 124.630 124.857 124.968 125.055
 41425.396 124.194 123.898 123.593 123.450 123.511 124.257 124.412 124.618 124.844 124.953 125.040
 41425.417 124.186 123.892 123.590 123.450 123.509 124.248 124.402 124.607 124.831 124.940 125.026
 41425.437 124.180 123.888 123.588 123.450 123.508 124.241 124.395 124.600 124.823 124.932 125.017
 41425.458 124.178 123.886 123.587 123.450 123.508 124.240 124.393 124.598 124.821 124.930 125.016
 41425.479 124.180 123.888 123.588 123.450 123.508 124.242 124.396 124.601 124.826 124.935 125.021
 41425.500 124.186 123.892 123.590 123.450 123.509 124.248 124.404 124.610 124.837 124.947 125.033
 41425.521 124.195 123.898 123.593 123.450 123.510 124.257 124.414 124.622 124.850 124.961 125.048
 41425.542 124.203 123.904 123.596 123.450 123.512 124.266 124.423 124.633 124.862 124.974 125.062
 41425.562 124.209 123.909 123.598 123.450 123.513 124.272 124.430 124.641 124.871 124.983 125.071
 41425.583 124.213 123.911 123.599 123.450 123.514 124.276 124.435 124.646 124.877 124.989 125.078
 41425.604 124.216 123.913 123.600 123.450 123.514 124.280 124.439 124.650 124.882 124.994 125.083
 41425.625 124.219 123.915 123.600 123.450 123.515 124.283 124.442 124.654 124.887 125.000 125.089
 41425.646 124.223 123.918 123.602 123.450 123.515 124.287 124.447 124.660 124.894 125.007 125.097
 41425.667 124.229 123.922 123.603 123.450 123.516 124.293 124.454 124.669 124.904 125.018 125.109
 41425.687 124.237 123.928 123.606 123.450 123.517 124.302 124.464 124.681 124.918 125.032 125.123
 41425.708 124.246 123.934 123.609 123.450 123.519 124.311 124.475 124.693 124.932 125.048 125.140
 41425.729 124.255 123.941 123.612 123.450 123.521 124.321 124.485 124.706 124.947 125.063 125.156
 41425.750 124.263 123.947 123.615 123.450 123.522 124.329 124.495 124.717 124.959 125.076 125.169
 41425.771 124.269 123.951 123.617 123.450 123.523 124.335 124.501 124.724 124.967 125.085 125.178
 41425.792 124.272 123.953 123.618 123.450 123.524 124.338 124.505 124.728 124.972 125.089 125.183
 41425.812 124.273 123.954 123.619 123.450 123.524 124.339 124.506 124.730 124.974 125.091 125.185
 41425.833 124.273 123.954 123.619 123.450 123.525 124.340 124.507 124.731 124.974 125.092 125.185
 41425.854 124.274 123.954 123.619 123.450 123.525 124.340 124.507 124.731 124.975 125.092 125.186
 41425.875 124.274 123.955 123.619 123.450 123.525 124.341 124.508 124.732 124.977 125.095 125.188
 41425.896 124.277 123.957 123.620 123.450 123.525 124.344 124.511 124.736 124.981 125.100 125.194
 41425.917 124.281 123.960 123.621 123.450 123.526 124.348 124.516 124.743 124.989 125.108 125.202
 41425.937 124.287 123.964 123.623 123.450 123.527 124.354 124.523 124.750 124.998 125.117 125.212
 41425.958 124.293 123.968 123.625 123.450 123.528 124.360 124.530 124.759 125.007 125.127 125.223
 41425.979 124.300 123.973 123.628 123.450 123.529 124.368 124.539 124.770 125.021 125.142 125.239
 41426.000 124.313 123.982 123.632 123.450 123.531 124.382 124.555 124.791 125.045 125.168 125.267
 41426.021 124.334 123.998 123.639 123.450 123.535 124.404 124.581 124.822 125.082 125.208 125.309
 41426.042 124.362 124.018 123.650 123.450 123.541 124.433 124.615 124.863 125.130 125.259 125.362
 41426.062 124.394 124.042 123.663 123.450 123.548 124.467 124.654 124.910 125.183 125.314 125.419
 41426.083 124.426 124.067 123.677 123.450 123.555 124.501 124.694 124.958 125.235 125.367 125.474
 41426.104 124.460 124.092 123.691 123.450 123.563 124.536 124.736 125.008 125.289 125.422 125.532
 41426.125 124.499 124.121 123.707 123.450 123.573 124.578 124.785 125.068 125.354 125.490 125.602
 41426.146 124.543 124.154 123.728 123.450 123.585 124.626 124.842 125.135 125.425 125.562 125.677
 41426.167 124.585 124.185 123.747 123.450 123.598 124.671 124.895 125.197 125.489 125.627 125.744
 41426.187 124.621 124.211 123.763 123.450 123.610 124.709 124.940 125.250 125.546 125.684 125.804
 41426.208 124.654 124.233 123.776 123.450 123.621 124.745 124.982 125.300 125.600 125.740 125.863
 41426.229 124.683 124.253 123.787 123.450 123.632 124.777 125.020 125.345 125.647 125.790 125.914
 41426.250 124.704 124.267 123.795 123.450 123.641 124.800 125.047 125.376 125.681 125.823 125.949
 41426.271 124.718 124.275 123.800 123.450 123.647 124.814 125.064 125.396 125.703 125.847 125.973
 41426.292 124.731 124.283 123.804 123.450 123.652 124.829 125.081 125.417 125.726 125.871 125.998
 41426.312 124.746 124.293 123.809 123.450 123.657 124.845 125.101 125.441 125.753 125.898 126.027
 41426.333 124.763 124.304 123.815 123.450 123.663 124.864 125.123 125.466 125.781 125.927 126.057
 41426.354 124.781 124.316 123.821 123.450 123.670 124.883 125.146 125.492 125.810 125.958 126.090
 41426.375 124.801 124.329 123.828 123.450 123.677 124.904 125.170 125.522 125.843 125.992 126.125
 41426.396 124.822 124.343 123.835 123.450 123.684 124.927 125.197 125.553 125.877 126.027 126.162
 41426.417 124.844 124.357 123.843 123.450 123.693 124.950 125.224 125.584 125.911 126.063 126.199
 41426.437 124.865 124.371 123.850 123.450 123.701 124.973 125.250 125.614 125.945 126.097 126.235
 41426.458 124.886 124.385 123.858 123.450 123.709 124.996 125.276 125.644 125.978 126.131 126.271
 41426.479 124.909 124.401 123.866 123.450 123.717 125.021 125.305 125.676 126.014 126.169 126.310
 41426.500 124.936 124.419 123.875 123.450 123.726 125.049 125.337 125.714 126.056 126.212 126.356
 41426.521 124.964 124.438 123.885 123.450 123.735 125.079 125.371 125.752 126.098 126.256 126.401
 41426.542 124.989 124.454 123.895 123.450 123.743 125.105 125.400 125.784 126.133 126.291 126.438
 41426.562 125.007 124.467 123.901 123.450 123.750 125.124 125.422 125.808 126.159 126.318 126.466
 41426.583 125.022 124.476 123.907 123.450 123.755 125.140 125.440 125.828 126.181 126.341 126.491
 41426.604 125.035 124.485 123.912 123.450 123.759 125.153 125.455 125.845 126.199 126.360 126.510
 41426.625 125.042 124.490 123.915 123.450 123.762 125.161 125.463 125.853 126.207 126.368 126.518
 41426.646 125.044 124.491 123.916 123.450 123.763 125.163 125.466 125.856 126.211 126.371 126.522
 41426.667 125.049 124.494 123.917 123.450 123.764 125.169 125.472 125.864 126.220 126.382 126.533
 41426.687 125.062 124.503 123.921 123.450 123.766 125.182 125.487 125.882 126.240 126.403 126.556
 41426.708 125.080 124.516 123.928 123.450 123.771 125.202 125.510 125.907 126.267 126.432 126.588
 41426.729 125.102 124.531 123.936 123.450 123.777 125.224 125.534 125.934 126.297 126.463 126.621
 41426.750 125.121 124.544 123.944 123.450 123.783 125.244 125.557 125.958 126.323 126.490 126.650
 41426.771 125.138 124.556 123.951 123.450 123.788 125.262 125.576 125.980 126.346 126.515 126.676
 41426.792 125.156 124.568 123.958 123.450 123.793 125.281 125.597 126.003 126.372 126.542 126.706
 41426.812 125.176 124.582 123.966 123.450 123.798 125.302 125.621 126.030 126.401 126.573 126.739
 41426.833 125.199 124.598 123.975 123.450 123.804 125.326 125.647 126.059 126.433 126.607 126.775
 41426.854 125.223 124.616 123.985 123.450 123.811 125.351 125.675 126.090 126.466 126.642 126.813
 41426.875 125.248 124.634 123.996 123.450 123.818 125.378 125.705 126.122 126.502 126.679 126.853
 41426.896 125.274 124.653 124.008 123.450 123.826 125.405 125.735 126.155 126.537 126.716 126.892
 41426.917 125.299 124.671 124.019 123.450 123.834 125.431 125.762 126.186 126.570 126.749 126.927
 41426.937 125.321 124.688 124.030 123.450 123.842 125.454 125.787 126.213 126.599 126.780 126.959
 41426.958 125.342 124.703 124.040 123.450 123.849 125.475 125.811 126.239 126.626 126.808 126.989
 41426.979 125.361 124.718 124.049 123.450 123.855 125.495 125.833 126.263 126.652 126.835 127.017
 41427.000 125.379 124.732 124.057 123.450 123.861 125.514 125.853 126.286 126.676 126.859 127.043
 41427.021 125.396 124.745 124.065 123.450 123.867 125.532 125.872 126.307 126.698 126.882 127.067
 41427.042 125.412 124.757 124.073 123.450 123.872 125.548 125.890 126.326 126.719 126.903 127.090
 41427.062 125.427 124.768 124.080 123.450 123.877 125.563 125.906 126.345 126.738 126.923 127.111
 41427.083 125.441 124.779 124.087 123.450 123.882 125.578 125.922 126.363 126.758 126.943 127.131
 41427.104 125.457 124.791 124.094 123.450 123.887 125.594 125.940 126.382 126.778 126.964 127.154
 41427.125 125.473 124.804 124.102 123.450 123.892 125.611 125.958 126.402 126.800 126.986 127.178
 41427.146 125.485 124.814 124.108 123.450 123.897 125.624 125.971 126.416 126.813 126.999 127.191
 41427.167 125.486 124.816 124.111 123.450 123.899 125.624 125.971 126.414 126.810 126.995 127.186
 41427.187 125.475 124.808 124.107 123.450 123.897 125.612 125.957 126.398 126.792 126.976 127.165
 41427.208 125.454 124.792 124.098 123.450 123.892 125.591 125.934 126.371 126.763 126.946 127.132
 41427.229 125.427 124.771 124.086 123.450 123.883 125.563 125.903 126.337 126.725 126.907 127.091
 41427.250 125.394 124.746 124.071 123.450 123.873 125.529 125.866 126.295 126.681 126.861 127.042
 41427.271 125.358 124.718 124.054 123.450 123.862 125.491 125.825 126.250 126.632 126.810 126.988
 41427.292 125.319 124.689 124.036 123.450 123.849 125.451 125.781 126.201 126.579 126.756 126.931
 41427.312 125.280 124.659 124.017 123.450 123.837 125.410 125.736 126.152 126.527 126.702 126.873
 41427.333 125.242 124.631 124.000 123.450 123.824 125.371 125.694 126.105 126.477 126.650 126.818
 41427.354 125.207 124.605 123.983 123.450 123.813 125.334 125.654 126.061 126.430 126.601 126.765
 41427.375 125.173 124.581 123.968 123.450 123.803 125.299 125.615 126.018 126.383 126.551 126.713
 41427.396 125.140 124.557 123.954 123.450 123.794 125.264 125.577 125.977 126.338 126.503 126.661
 41427.417 125.109 124.535 123.942 123.450 123.785 125.231 125.541 125.937 126.295 126.459 126.613
 41427.437 125.080 124.515 123.930 123.450 123.776 125.201 125.507 125.900 126.256 126.417 126.569
 41427.458 125.053 124.497 123.919 123.450 123.768 125.173 125.476 125.865 126.218 126.377 126.526
 41427.479 125.027 124.479 123.910 123.450 123.761 125.145 125.445 125.831 126.180 126.338 126.485
 41427.500 125.002 124.462 123.900 123.450 123.753 125.119 125.415 125.798 126.144 126.300 126.445
 41427.521 124.981 124.447 123.892 123.450 123.746 125.096 125.390 125.770 126.114 126.270 126.414
 41427.542 124.968 124.439 123.887 123.450 123.740 125.083 125.375 125.754 126.098 126.253 126.397
 41427.562 124.965 124.437 123.885 123.450 123.738 125.079 125.371 125.750 126.094 126.250 126.394
 41427.583 124.968 124.439 123.886 123.450 123.739 125.082 125.375 125.755 126.099 126.256 126.400
 41427.604 124.975 124.444 123.889 123.450 123.741 125.091 125.384 125.766 126.112 126.269 126.414
 41427.625 124.988 124.453 123.894 123.450 123.744 125.104 125.399 125.783 126.132 126.290 126.436
 41427.646 125.003 124.463 123.899 123.450 123.748 125.120 125.417 125.803 126.154 126.313 126.461
 41427.667 125.016 124.473 123.905 123.450 123.753 125.134 125.433 125.820 126.172 126.331 126.480
 41427.687 125.025 124.479 123.908 123.450 123.756 125.144 125.444 125.832 126.185 126.344 126.494
 41427.708 125.032 124.483 123.911 123.450 123.759 125.150 125.451 125.840 126.194 126.354 126.503
 41427.729 125.037 124.486 123.913 123.450 123.760 125.156 125.457 125.847 126.201 126.361 126.511
 41427.750 125.041 124.489 123.914 123.450 123.761 125.160 125.462 125.852 126.206 126.367 126.517
 41427.771 125.045 124.492 123.916 123.450 123.763 125.164 125.467 125.858 126.213 126.374 126.525
 41427.792 125.052 124.496 123.918 123.450 123.764 125.171 125.475 125.867 126.223 126.385 126.537
 41427.812 125.061 124.503 123.921 123.450 123.767 125.181 125.486 125.880 126.237 126.399 126.552
 41427.833 125.072 124.510 123.925 123.450 123.770 125.193 125.499 125.895 126.253 126.417 126.571
 41427.854 125.085 124.519 123.930 123.450 123.773 125.206 125.514 125.911 126.271 126.435 126.590
 41427.875 125.097 124.528 123.935 123.450 123.777 125.220 125.529 125.928 126.289 126.454 126.611
 41427.896 125.112 124.538 123.941 123.450 123.781 125.235 125.547 125.948 126.311 126.478 126.637
 41427.917 125.132 124.551 123.948 123.450 123.786 125.256 125.569 125.973 126.339 126.508 126.669
 41427.937 125.155 124.568 123.957 123.450 123.792 125.281 125.597 126.004 126.373 126.544 126.708
 41427.958 125.182 124.587 123.968 123.450 123.799 125.309 125.629 126.039 126.411 126.585 126.752
 41427.979 125.212 124.608 123.980 123.450 123.807 125.340 125.663 126.076 126.452 126.628 126.798
 41428.000 125.242 124.630 123.993 123.450 123.816 125.372 125.698 126.116 126.495 126.672 126.846
 41428.021 125.273 124.652 124.007 123.450 123.825 125.404 125.734 126.155 126.537 126.716 126.893
 41428.042 125.304 124.675 124.021 123.450 123.835 125.436 125.768 126.193 126.578 126.759 126.937
 41428.062 125.333 124.697 124.035 123.450 123.845 125.467 125.802 126.230 126.618 126.800 126.981
 41428.083 125.364 124.719 124.048 123.450 123.854 125.498 125.836 126.268 126.659 126.842 127.026
 41428.104 125.395 124.743 124.063 123.450 123.864 125.530 125.871 126.307 126.700 126.885 127.071
 41428.125 125.425 124.766 124.077 123.450 123.874 125.562 125.905 126.345 126.740 126.926 127.114
 41428.146 125.451 124.787 124.090 123.450 123.884 125.588 125.933 126.375 126.772 126.958 127.147
 41428.167 125.467 124.800 124.100 123.450 123.891 125.605 125.951 126.393 126.790 126.976 127.166
 41428.187 125.473 124.805 124.104 123.450 123.894 125.610 125.956 126.399 126.794 126.980 127.169
 41428.208 125.470 124.803 124.103 123.450 123.894 125.608 125.953 126.394 126.789 126.974 127.163
 41428.229 125.461 124.796 124.100 123.450 123.892 125.598 125.943 126.382 126.776 126.960 127.148
 41428.250 125.447 124.786 124.094 123.450 123.888 125.584 125.927 126.364 126.756 126.940 127.126
 41428.271 125.431 124.773 124.086 123.450 123.883 125.567 125.908 126.343 126.734 126.917 127.102
